Crew Name,Spacecraft (Launch),Spacecraft (Return),Changed craft,Duration (days),Launch date,Return date,Destination,Space Station,Mission Result
Jeffrey Ashby,"STS-93, Columbia","STS-93, Columbia",FALSE,4.95,23-07-1999,28-07-1999,Earth Orbit,None visited,Returned
Michel Tognini,"STS-93, Columbia","STS-93, Columbia",FALSE,4.95,23-07-1999,28-07-1999,Earth Orbit,None visited,Returned
Steven Hawley,"STS-93, Columbia","STS-93, Columbia",FALSE,4.95,23-07-1999,28-07-1999,Earth Orbit,None visited,Returned
Claude Nicollier,"STS-103, Discovery","STS-103, Discovery",FALSE,7.97,20-12-1999,28-12-1999,Earth Orbit,None visited,Returned
Curtis Brown,"STS-103, Discovery","STS-103, Discovery",FALSE,7.97,20-12-1999,28-12-1999,Earth Orbit,None visited,Returned
Jean-François Clervoy,"STS-103, Discovery","STS-103, Discovery",FALSE,7.97,20-12-1999,28-12-1999,Earth Orbit,None visited,Returned
John Grunsfeld,"STS-103, Discovery","STS-103, Discovery",FALSE,7.97,20-12-1999,28-12-1999,Earth Orbit,None visited,Returned
Michael Foale,"STS-103, Discovery","STS-103, Discovery",FALSE,7.97,20-12-1999,28-12-1999,Earth Orbit,None visited,Returned
Scott Kelly,"STS-103, Discovery","STS-103, Discovery",FALSE,7.97,20-12-1999,28-12-1999,Earth Orbit,None visited,Returned
Steven Smith,"STS-103, Discovery","STS-103, Discovery",FALSE,7.97,20-12-1999,28-12-1999,Earth Orbit,None visited,Returned
Dominic Gorie,"STS-99, Endeavour","STS-99, Endeavour",FALSE,11.24,11-02-2000,22-02-2000,Earth Orbit,None visited,Returned
Gerhard Thiele,"STS-99, Endeavour","STS-99, Endeavour",FALSE,11.24,11-02-2000,22-02-2000,Earth Orbit,None visited,Returned
Janet L. Kavandi,"STS-99, Endeavour","STS-99, Endeavour",FALSE,11.24,11-02-2000,22-02-2000,Earth Orbit,None visited,Returned
Janice E. Voss,"STS-99, Endeavour","STS-99, Endeavour",FALSE,11.24,11-02-2000,22-02-2000,Earth Orbit,None visited,Returned
Kevin Kregel,"STS-99, Endeavour","STS-99, Endeavour",FALSE,11.24,11-02-2000,22-02-2000,Earth Orbit,None visited,Returned
Mamoru Mohri,"STS-99, Endeavour","STS-99, Endeavour",FALSE,11.24,11-02-2000,22-02-2000,Earth Orbit,None visited,Returned
Alexsandr Kaleri,Soyuz TM-30,Soyuz TM-30,FALSE,72.82,04-04-2000,16-06-2000,Mir,Mir,Returned
Sergei Zalyotin,Soyuz TM-30,Soyuz TM-30,FALSE,72.82,04-04-2000,16-06-2000,Mir,Mir,Returned
James Halsell,"STS-101, Atlantis","STS-101, Atlantis",FALSE,9.84,19-05-2000,29-05-2000,ISS,ISS,Returned
James S. Voss,"STS-101, Atlantis","STS-101, Atlantis",FALSE,9.84,19-05-2000,29-05-2000,ISS,ISS,Returned
Jeffrey Williams,"STS-101, Atlantis","STS-101, Atlantis",FALSE,9.84,19-05-2000,29-05-2000,ISS,ISS,Returned
Mary Weber,"STS-101, Atlantis","STS-101, Atlantis",FALSE,9.84,19-05-2000,29-05-2000,ISS,ISS,Returned
Scott Horowitz,"STS-101, Atlantis","STS-101, Atlantis",FALSE,9.84,19-05-2000,29-05-2000,ISS,ISS,Returned
Susan Helms,"STS-101, Atlantis","STS-101, Atlantis",FALSE,9.84,19-05-2000,29-05-2000,ISS,ISS,Returned
Yury Usachov,"STS-101, Atlantis","STS-101, Atlantis",FALSE,9.84,19-05-2000,29-05-2000,ISS,ISS,Returned
Boris Morukov,"STS-106, Atlantis","STS-106, Atlantis",FALSE,11.8,08-09-2000,20-09-2000,ISS,ISS,Returned
Daniel Burbank,"STS-106, Atlantis","STS-106, Atlantis",FALSE,11.8,08-09-2000,20-09-2000,ISS,ISS,Returned
Edward Lu,"STS-106, Atlantis","STS-106, Atlantis",FALSE,11.8,08-09-2000,20-09-2000,ISS,ISS,Returned
Richard Mastracchio,"STS-106, Atlantis","STS-106, Atlantis",FALSE,11.8,08-09-2000,20-09-2000,ISS,ISS,Returned
Scott Altman,"STS-106, Atlantis","STS-106, Atlantis",FALSE,11.8,08-09-2000,20-09-2000,ISS,ISS,Returned
Terrence Wilcutt,"STS-106, Atlantis","STS-106, Atlantis",FALSE,11.8,08-09-2000,20-09-2000,ISS,ISS,Returned
Yuri Malenchenko,"STS-106, Atlantis","STS-106, Atlantis",FALSE,11.8,08-09-2000,20-09-2000,ISS,ISS,Returned
Brian Duffy,"STS-92, Discovery","STS-92, Discovery",FALSE,12.91,11-10-2000,24-10-2000,ISS,ISS,Returned
Koichi Wakata,"STS-92, Discovery","STS-92, Discovery",FALSE,12.91,11-10-2000,24-10-2000,ISS,ISS,Returned
Leroy Chiao,"STS-92, Discovery","STS-92, Discovery",FALSE,12.91,11-10-2000,24-10-2000,ISS,ISS,Returned
Michael Lopez-Alegria,"STS-92, Discovery","STS-92, Discovery",FALSE,12.91,11-10-2000,24-10-2000,ISS,ISS,Returned
Pamela Melroy,"STS-92, Discovery","STS-92, Discovery",FALSE,12.91,11-10-2000,24-10-2000,ISS,ISS,Returned
Peter Wisoff,"STS-92, Discovery","STS-92, Discovery",FALSE,12.91,11-10-2000,24-10-2000,ISS,ISS,Returned
William S. McArthur,"STS-92, Discovery","STS-92, Discovery",FALSE,12.91,11-10-2000,24-10-2000,ISS,ISS,Returned
Sergei Krikalev,Soyuz TM-31,"STS-102, Discovery",TRUE,140.99,31-10-2000,21-03-2001,ISS,ISS,Returned
William Shepherd,Soyuz TM-31,"STS-102, Discovery",TRUE,140.99,31-10-2000,21-03-2001,ISS,ISS,Returned
Yuri Gidzenko,Soyuz TM-31,"STS-102, Discovery",TRUE,140.99,31-10-2000,21-03-2001,ISS,ISS,Returned
Brent W. Jett,"STS-97, Endeavour","STS-97, Endeavour",FALSE,10.83,01-12-2000,11-12-2000,ISS,ISS,Returned
Carlos I. Noriega,"STS-97, Endeavour","STS-97, Endeavour",FALSE,10.83,01-12-2000,11-12-2000,ISS,ISS,Returned
